Ligand,Target,Binding Energy,Unbound Energy,Date Created,Info
ZINC14725498_6175,promutation,-6.45,-0.95,2019.04.26 15:20:04,Autodock 4.2
ZINC14725481_6112,promutation,-5.05,-0.17,2019.04.26 15:20:07,Autodock 4.2
ZINC14725326_5450,promutation,-7.43,1.1,2019.04.26 15:20:13,Autodock 4.2
ZINC14725292_5311,promutation,-8.7,-1.13,2019.04.26 15:20:17,Autodock 4.2
ZINC14725284_5278,promutation,-7.12,-0.24,2019.04.26 15:20:22,Autodock 4.2
ZINC14725164_4746,promutation,-7.73,0.12,2019.04.26 15:20:27,Autodock 4.2
ZINC14680511_4537,promutation,-4.78,-0.19,2019.04.26 15:20:32,Autodock 4.2
ZINC14680285_3692,promutation,-6.17,-0.45,2019.04.26 15:20:37,Autodock 4.2
ZINC14680207_3405,promutation,-7.46,0.18,2019.04.26 15:20:41,Autodock 4.2
ZINC14680206_3400,promutation,-7.08,-0.65,2019.04.26 15:20:46,Autodock 4.2
ZINC14652594_6125,promutation,-6.07,-0.69,2019.04.26 15:20:50,Autodock 4.2
ZINC14652546_5952,promutation,-6.84,-0.56,2019.04.26 15:20:54,Autodock 4.2
ZINC14652535_5901,promutation,-7.23,-0.81,2019.04.26 15:20:58,Autodock 4.2
